Date,hour,Temp (F),RH (%),Dewpt (F),Wind Spd (mph),Wind Direction (deg),Visibility (mi),Precip (in),Wind Chill (F),Heat Index (F)
2017-03-24,16,81,17,33,7,140,10,0,NA,NA
2017-03-24,17,73,32,42,9,110,10,0,NA,NA
2017-03-24,18,70,32,39,8,130,10,0,NA,NA
2017-03-24,19,67,35,39,9,140,10,0,NA,NA
2017-03-24,20,67,33,37,6,190,10,0,NA,NA
2017-03-24,21,67,30,35,8,210,10,0,NA,NA
2017-03-24,22,68,35,40,13,230,10,0,NA,NA
2017-03-24,23,66,35,38,10,250,10,0,NA,NA
2017-03-25,0,65,35,37,5,270,10,0,NA,NA
2017-03-25,1,67,31,36,14,260,10,0,NA,NA
2017-03-25,2,65,34,36,7,280,10,0,NA,NA
2017-03-25,3,65,29,32,10,260,10,0,NA,NA
2017-03-25,4,64,28,31,8,260,10,0,NA,NA
2017-03-25,5,61,25,25,13,260,10,0,NA,NA
2017-03-25,6,66,20,24,13,240,10,0,NA,NA
2017-03-25,7,73,10,15,15,250,10,0,NA,NA
2017-03-25,8,76,14,24,15,260,10,0,NA,NA
2017-03-25,9,79,18,33,18,280,10,0,NA,NA
2017-03-25,10,81,19,35,9,290,10,0,NA,NA
2017-03-25,11,83,17,35,24,300,10,0,NA,80
2017-03-25,12,83,18,36,21,310,10,0,NA,80
2017-03-25,13,83,17,35,24,290,10,0,NA,80
2017-03-25,14,81,20,37,22,290,10,0,NA,NA
2017-03-25,15,78,21,36,23,290,10,0,NA,NA
2017-03-25,16,78,21,36,17,270,10,0,NA,NA
2017-03-25,17,73,27,38,17,260,10,0,NA,NA
2017-03-25,18,70,32,39,18,260,10,0,NA,NA
2017-03-25,19,68,38,42,20,260,10,0,NA,NA
2017-03-25,20,66,43,43,15,260,10,0,NA,NA
2017-03-25,21,65,44,43,16,260,10,0,NA,NA
2017-03-25,22,63,48,43,13,280,10,0,NA,NA
2017-03-25,23,61,49,42,10,280,10,0,NA,NA
2017-03-26,0,60,51,42,9,280,10,0,NA,NA
2017-03-26,1,57,54,41,7,270,10,0,NA,NA
2017-03-26,2,56,52,39,9,280,10,0,NA,NA
2017-03-26,3,54,58,40,7,280,10,0,NA,NA
2017-03-26,4,55,54,39,9,270,10,0,NA,NA
2017-03-26,5,54,56,39,3,310,10,0,NA,NA
2017-03-26,6,60,49,41,5,240,10,0,NA,NA
2017-03-26,7,69,35,41,8,290,10,0,NA,NA
2017-03-26,8,74,25,36,7,320,10,0,NA,NA
2017-03-26,9,77,22,36,5,340,10,0,NA,NA
2017-03-26,10,78,21,35,NA,NA,10,0,M,NA
2017-03-26,11,81,18,34,3,NA,10,0,NA,NA
2017-03-26,12,82,18,35,7,100,10,0,NA,80
2017-03-26,13,83,14,29,8,190,10,0,NA,80
2017-03-26,14,82,17,33,3,NA,10,0,NA,80
2017-03-26,15,83,16,33,6,130,10,0,NA,80
2017-03-26,16,82,19,36,13,240,10,0,NA,80
2017-03-26,17,77,27,41,21,240,10,0,NA,NA
2017-03-26,18,73,32,42,17,250,10,0,NA,NA
2017-03-26,19,71,33,41,17,260,10,0,NA,NA
2017-03-26,20,69,37,42,14,260,10,0,NA,NA
2017-03-26,21,68,38,42,9,280,10,0,NA,NA
2017-03-26,22,67,38,41,11,270,10,0,NA,NA
2017-03-26,23,66,43,43,11,250,10,0,NA,NA
2017-03-27,0,65,44,43,15,260,10,0,NA,NA
2017-03-27,1,64,46,43,13,240,10,0,NA,NA
2017-03-27,2,64,46,43,14,260,10,0,NA,NA
2017-03-27,3,63,46,42,14,280,10,0,NA,NA
2017-03-27,4,64,44,42,14,260,10,0,NA,NA
2017-03-27,5,62,47,42,10,260,10,0,NA,NA
2017-03-27,6,66,43,43,13,220,10,0,NA,NA
2017-03-27,7,71,35,42,10,260,10,0,NA,NA
2017-03-27,8,74,27,38,9,320,10,0,NA,NA
2017-03-27,9,78,22,37,13,270,10,0,NA,NA
2017-03-27,10,80,18,34,17,270,10,0,NA,NA
2017-03-27,11,81,16,32,20,290,10,0,NA,NA
2017-03-27,12,83,12,27,23,290,10,0,NA,80
2017-03-27,13,83,14,29,14,290,10,0,NA,80
2017-03-27,14,83,13,28,14,290,10,0,NA,80
2017-03-27,15,81,16,32,29,280,10,0,NA,NA
2017-03-27,16,76,23,36,29,270,10,0,NA,NA
2017-03-27,17,72,28,38,29,270,10,0,NA,NA
2017-03-27,18,70,33,40,29,280,10,0,NA,NA
2017-03-27,19,68,34,39,30,280,10,0,NA,NA
2017-03-27,20,68,33,38,22,270,10,0,NA,NA
2017-03-27,21,66,34,37,17,280,10,0,NA,NA
2017-03-27,22,64,36,37,13,290,10,0,NA,NA
2017-03-27,23,64,33,35,14,300,10,0,NA,NA
2017-03-28,0,64,31,33,13,270,10,0,NA,NA
2017-03-28,1,67,20,25,20,340,10,0,NA,NA
2017-03-28,2,67,17,22,23,340,10,0,NA,NA
2017-03-28,3,66,17,20,15,310,10,0,NA,NA
2017-03-28,4,63,18,19,14,300,10,0,NA,NA
2017-03-28,5,61,26,26,11,300,10,0,NA,NA
2017-03-28,6,67,18,23,20,330,10,0,NA,NA
2017-03-28,7,71,16,23,24,330,10,0,NA,NA
2017-03-28,8,73,13,20,24,350,10,0,NA,NA
2017-03-28,9,76,11,19,20,350,10,0,NA,NA
2017-03-28,10,77,9,16,23,330,10,0,NA,NA
2017-03-28,11,79,9,16,17,360,10,0,NA,NA
2017-03-28,12,80,8,16,14,320,10,0,NA,NA
2017-03-28,13,81,7,12,11,350,10,0,NA,NA
2017-03-28,14,81,6,10,8,350,10,0,NA,NA
2017-03-28,15,82,6,11,13,350,10,0,NA,NA
2017-03-28,16,81,6,10,7,360,10,0,NA,NA
2017-03-28,17,77,11,19,0,NA,10,0,NA,NA
2017-03-28,18,74,12,19,0,NA,10,0,NA,NA
2017-03-28,19,69,14,19,3,250,10,0,NA,NA
2017-03-28,20,62,22,23,7,280,10,0,NA,NA
2017-03-28,21,59,22,21,10,310,10,0,NA,NA
2017-03-28,22,63,21,23,7,290,10,0,NA,NA
2017-03-28,23,59,20,19,9,230,10,0,NA,NA
2017-03-29,0,54,27,21,7,250,10,0,NA,NA
2017-03-29,1,54,28,22,7,270,10,0,NA,NA
2017-03-29,2,54,27,21,10,300,10,0,NA,NA
2017-03-29,3,53,29,22,8,270,10,0,NA,NA
2017-03-29,4,55,28,23,0,NA,10,0,NA,NA
2017-03-29,5,50,32,22,3,240,10,0,NA,NA
2017-03-29,6,58,31,28,8,230,10,0,NA,NA
2017-03-29,7,68,21,27,0,NA,10,0,NA,NA
2017-03-29,8,74,12,20,0,NA,10,0,NA,NA
2017-03-29,9,80,12,23,8,20,10,0,NA,NA
2017-03-29,10,82,12,25,0,NA,10,0,NA,NA
2017-03-29,11,85,9,21,7,NA,10,0,NA,81
2017-03-29,12,86,8,18,10,320,10,0,NA,82
2017-03-29,13,87,7,16,5,360,10,0,NA,82
2017-03-29,14,88,6,15,6,320,10,0,NA,83
2017-03-29,15,88,6,15,5,310,10,0,NA,83
2017-03-29,16,87,6,15,3,270,10,0,NA,82
2017-03-29,17,84,8,19,5,220,10,0,NA,80
2017-03-29,18,78,10,18,7,230,10,0,NA,NA
2017-03-29,19,72,17,25,8,210,10,0,NA,NA
2017-03-29,20,69,18,24,8,240,10,0,NA,NA
2017-03-29,21,73,20,30,10,240,10,0,NA,NA
2017-03-29,22,69,25,32,9,250,10,0,NA,NA
2017-03-29,23,68,25,31,8,230,10,0,NA,NA
2017-03-30,0,63,32,33,9,250,10,0,NA,NA
2017-03-30,1,67,23,28,11,230,10,0,NA,NA
2017-03-30,2,65,25,29,5,240,10,0,NA,NA
2017-03-30,3,57,34,29,8,270,10,0,NA,NA
2017-03-30,4,57,35,30,10,170,10,0,NA,NA
2017-03-30,5,56,36,30,3,170,10,0,NA,NA
2017-03-30,6,64,32,34,5,190,8,0,NA,NA
2017-03-30,7,74,21,32,7,280,10,0,NA,NA
2017-03-30,8,80,18,34,0,NA,10,0,NA,NA
2017-03-30,9,89,7,18,14,260,10,0,NA,84
2017-03-30,10,89,7,18,8,230,10,0,NA,84
2017-03-30,11,94,7,21,21,270,10,0,NA,88
2017-03-30,12,93,9,26,34,250,10,0,NA,88
2017-03-30,13,91,10,28,30,240,10,0,NA,86
2017-03-30,14,90,13,33,33,240,10,0,NA,86
2017-03-30,15,87,17,37,25,240,10,0,NA,84
2017-03-30,16,85,16,34,32,250,10,0,NA,82
2017-03-30,17,79,20,35,23,260,10,0,NA,NA
2017-03-30,18,73,25,36,17,310,4,0,NA,NA
2017-03-30,19,70,22,30,9,320,5,0,NA,NA
2017-03-30,20,69,33,39,24,310,3,0,NA,NA
2017-03-30,21,67,38,41,20,310,2,0,NA,NA
2017-03-30,22,66,41,42,29,310,7,0,NA,NA
2017-03-30,23,66,37,39,23,300,10,0,NA,NA
2017-03-31,0,64,22,25,26,300,9,0,NA,NA
2017-03-31,1,63,22,24,26,300,9,0,NA,NA
2017-03-31,2,59,28,26,10,280,10,0,NA,NA
2017-03-31,3,57,35,30,11,280,10,0,NA,NA
2017-03-31,4,56,35,29,11,290,10,0,NA,NA
2017-03-31,5,55,35,28,11,270,10,0,NA,NA
2017-03-31,6,60,34,32,13,280,10,0,NA,NA
2017-03-31,7,65,25,29,15,280,10,0,NA,NA
2017-03-31,8,68,19,25,13,280,10,0,NA,NA
2017-03-31,9,70,14,20,8,310,10,0,NA,NA
2017-03-31,10,73,12,18,16,330,10,0,NA,NA
2017-03-31,11,74,11,18,13,340,10,0,NA,NA
2017-03-31,12,75,11,17,9,330,10,0,NA,NA
2017-03-31,13,75,11,17,10,280,10,0,NA,NA
2017-03-31,14,76,11,18,6,NA,10,0,NA,NA
2017-03-31,15,75,11,18,3,360,10,0,NA,NA
2017-03-31,16,76,11,19,8,220,10,0,NA,NA
2017-03-31,17,73,14,21,6,170,10,0,NA,NA
2017-03-31,18,69,19,26,0,NA,10,0,NA,NA
2017-03-31,19,67,30,35,9,250,10,0,NA,NA
2017-03-31,20,65,34,36,10,260,10,0,NA,NA
2017-03-31,21,65,32,35,10,260,10,0,NA,NA
2017-03-31,22,64,35,36,6,260,10,0,NA,NA
2017-03-31,23,63,35,35,7,240,10,NA,NA,NA
2017-04-01,0,61,36,34,7,230,10,0,NA,NA
2017-04-01,1,59,40,35,8,250,10,0,NA,NA
2017-04-01,2,58,38,33,13,270,10,0,NA,NA
2017-04-01,3,56,40,32,9,280,10,0,NA,NA
2017-04-01,4,53,42,31,5,280,10,0,NA,NA
2017-04-01,5,55,43,33,6,270,10,0,NA,NA
2017-04-01,6,61,33,32,5,280,10,0,NA,NA
2017-04-01,7,71,25,34,5,300,10,0,NA,NA
2017-04-01,8,78,17,31,20,340,10,0,NA,NA
2017-04-01,9,80,16,31,17,10,10,0,NA,NA
2017-04-01,10,81,16,31,15,20,10,0,NA,NA
2017-04-01,11,82,16,32,16,10,10,0,NA,80
2017-04-01,12,83,14,30,9,20,10,0,NA,80
2017-04-01,13,85,14,31,14,40,10,0,NA,82
2017-04-01,14,85,14,31,6,NA,10,0,NA,82
2017-04-01,15,85,14,31,10,50,10,0,NA,82
2017-04-01,16,84,14,31,7,100,10,0,NA,81
2017-04-01,17,80,16,31,3,140,10,0,NA,NA
2017-04-01,18,74,25,36,8,150,10,0,NA,NA
2017-04-01,19,70,30,38,8,130,10,0,NA,NA
2017-04-01,20,68,34,39,8,160,10,0,NA,NA
2017-04-01,21,66,38,40,10,150,10,0,NA,NA
2017-04-01,22,65,36,38,8,160,10,0,NA,NA
2017-04-01,23,64,38,38,6,180,10,0,NA,NA
2017-04-02,0,61,42,38,3,230,10,0,NA,NA
2017-04-02,1,62,36,35,7,240,10,0,NA,NA
2017-04-02,2,60,40,36,8,250,10,0,NA,NA
2017-04-02,3,56,45,35,0,NA,10,0,NA,NA
2017-04-02,4,54,52,37,3,10,10,0,NA,NA
2017-04-02,5,56,46,36,6,190,10,0,NA,NA
2017-04-02,6,62,40,38,5,190,10,0,NA,NA
2017-04-02,7,69,34,40,0,NA,10,0,NA,NA
2017-04-02,8,74,27,38,0,NA,10,0,NA,NA
2017-04-02,9,77,23,37,5,120,10,0,NA,NA
2017-04-02,10,82,20,37,7,140,10,NA,NA,80
2017-04-02,11,85,17,36,7,150,10,NA,NA,82
2017-04-02,12,86,16,36,8,170,10,0,NA,83
2017-04-02,13,88,12,31,8,130,10,0,NA,84
2017-04-02,14,88,13,32,7,140,10,0,NA,84
2017-04-02,15,88,15,35,7,110,10,0,NA,84
2017-04-02,16,88,17,38,11,130,10,NA,NA,84
2017-04-02,17,83,17,35,21,250,10,0,NA,80
2017-04-02,18,80,16,30,20,260,10,0,NA,NA
2017-04-02,19,75,22,34,10,220,10,0,NA,NA
2017-04-02,20,73,23,34,14,240,10,NA,NA,NA
2017-04-02,21,72,22,32,16,250,10,0,NA,NA
2017-04-02,22,71,21,30,14,240,10,0,NA,NA
2017-04-02,23,69,23,30,13,250,10,0,NA,NA
2017-04-03,0,63,27,29,8,310,10,0,NA,NA
2017-04-03,1,66,22,27,6,290,10,0,NA,NA
2017-04-03,2,63,27,29,8,240,10,0,NA,NA
2017-04-03,3,58,45,37,10,160,10,0,NA,NA
2017-04-03,4,57,47,37,5,180,10,0,NA,NA
2017-04-03,5,58,47,38,6,150,10,0,NA,NA
2017-04-03,6,62,45,41,6,170,10,0,NA,NA
2017-04-03,7,71,31,39,11,160,10,0,NA,NA
2017-04-03,8,74,28,39,13,140,10,0,NA,NA
2017-04-03,9,79,22,37,14,120,10,0,NA,NA
2017-04-03,10,82,17,34,8,120,10,0,NA,80
2017-04-03,11,88,11,28,14,240,10,0,NA,84
2017-04-03,12,89,11,28,17,240,10,0,NA,85
2017-04-03,13,89,11,29,14,230,10,0,NA,85
2017-04-03,14,89,13,32,24,240,10,0,NA,85
2017-04-03,15,87,15,34,30,250,10,0,NA,83
2017-04-03,16,82,17,34,28,250,10,0,NA,80
2017-04-03,17,77,19,32,25,250,10,0,NA,NA
2017-04-03,18,74,21,32,26,250,10,0,NA,NA
2017-04-03,19,72,26,36,18,250,10,0,NA,NA
2017-04-03,20,70,27,35,11,260,10,0,NA,NA
2017-04-03,21,66,32,36,8,270,10,0,NA,NA
2017-04-03,22,61,33,32,6,340,10,0,NA,NA
2017-04-03,23,63,33,34,6,300,10,0,NA,NA
2017-04-04,0,61,37,35,7,260,10,0,NA,NA
2017-04-04,1,61,39,36,5,230,10,0,NA,NA
2017-04-04,2,56,41,33,6,280,10,0,NA,NA
2017-04-04,3,59,37,33,5,240,10,0,NA,NA
2017-04-04,4,56,40,32,5,260,10,0,NA,NA
2017-04-04,5,56,40,32,3,230,10,0,NA,NA
2017-04-04,6,61,36,34,3,250,10,0,NA,NA
2017-04-04,7,70,33,40,0,NA,10,0,NA,NA
2017-04-04,8,75,22,34,8,120,10,0,NA,NA
2017-04-04,9,78,17,31,3,NA,10,0,NA,NA
2017-04-04,10,80,14,27,6,110,10,0,NA,NA
2017-04-04,11,83,11,25,5,NA,10,0,NA,80
2017-04-04,12,83,10,21,3,NA,10,0,NA,80
2017-04-04,13,84,8,17,7,60,10,0,NA,80
2017-04-04,14,84,8,17,3,140,10,0,NA,80
2017-04-04,15,83,8,17,3,NA,10,0,NA,80
2017-04-04,16,83,8,17,3,NA,10,0,NA,80
2017-04-04,17,80,8,15,5,180,10,0,NA,NA
2017-04-04,18,74,14,23,0,NA,10,0,NA,NA
2017-04-04,19,72,15,22,0,NA,10,0,NA,NA
2017-04-04,20,65,30,33,9,90,10,0,NA,NA
2017-04-04,21,66,26,31,5,120,10,0,NA,NA
2017-04-04,22,60,31,30,6,290,10,0,NA,NA
2017-04-04,23,60,30,29,5,280,10,0,NA,NA
2017-04-05,0,58,30,27,7,270,10,0,NA,NA
2017-04-05,1,58,30,27,7,260,10,0,NA,NA
2017-04-05,2,57,28,25,8,260,10,0,NA,NA
2017-04-05,3,56,27,23,8,270,10,0,NA,NA
2017-04-05,4,55,33,27,8,260,10,0,NA,NA
2017-04-05,5,55,28,23,7,290,10,0,NA,NA
2017-04-05,6,64,22,25,5,260,10,0,NA,NA
2017-04-05,7,70,20,28,5,290,10,0,NA,NA
2017-04-05,8,78,10,19,5,280,10,0,NA,NA
2017-04-05,9,80,8,16,0,NA,10,0,NA,NA
2017-04-05,10,84,7,16,6,360,10,0,NA,80
2017-04-05,11,84,8,18,0,NA,10,0,NA,80
2017-04-05,12,86,7,17,0,NA,10,0,NA,82
2017-04-05,13,88,6,15,10,330,10,0,NA,83
2017-04-05,14,88,6,16,9,360,10,0,NA,83
2017-04-05,15,87,7,17,5,80,10,0,NA,82
2017-04-05,16,87,7,18,5,60,10,0,NA,82
2017-04-05,17,84,9,21,0,NA,10,0,NA,81
2017-04-05,18,77,12,21,5,210,10,0,NA,NA
2017-04-05,19,74,15,24,0,NA,10,0,NA,NA
2017-04-05,20,67,25,30,5,260,10,0,NA,NA
2017-04-05,21,68,23,29,3,200,10,0,NA,NA
2017-04-05,22,68,18,23,7,250,10,0,NA,NA
2017-04-05,23,63,19,21,7,260,10,0,NA,NA
2017-04-06,0,65,22,26,5,260,10,0,NA,NA
2017-04-06,1,62,25,26,8,260,10,0,NA,NA
2017-04-06,2,63,28,30,7,230,10,0,NA,NA
2017-04-06,3,58,37,32,0,NA,10,0,NA,NA
2017-04-06,4,56,31,26,7,270,10,0,NA,NA
2017-04-06,5,58,34,30,8,270,10,0,NA,NA
2017-04-06,6,67,26,31,3,240,10,0,NA,NA
2017-04-06,7,73,24,35,5,250,10,0,NA,NA
2017-04-06,8,80,18,34,3,NA,10,0,NA,NA
2017-04-06,9,83,14,30,0,NA,10,0,NA,80
2017-04-06,10,86,11,26,5,NA,10,0,NA,82
2017-04-06,11,88,12,31,7,NA,10,0,NA,84
2017-04-06,12,90,8,21,6,NA,10,0,NA,85
2017-04-06,13,92,8,23,6,NA,10,0,NA,86
2017-04-06,14,91,8,24,7,110,10,0,NA,86
2017-04-06,15,92,8,25,8,210,10,0,NA,86
2017-04-06,16,88,17,38,20,250,10,0,NA,84
2017-04-06,17,85,18,37,16,250,10,0,NA,82
2017-04-06,18,81,19,35,8,230,10,0,NA,NA
2017-04-06,19,79,21,36,9,300,10,0,NA,NA
2017-04-06,20,76,20,33,14,280,10,0,NA,NA
2017-04-06,21,78,17,31,18,270,10,0,NA,NA
2017-04-06,22,76,19,31,18,260,10,0,NA,NA
2017-04-06,23,75,15,25,20,270,10,0,NA,NA
2017-04-07,0,74,16,25,22,270,10,0,NA,NA
2017-04-07,1,73,15,23,18,260,10,0,NA,NA
2017-04-07,2,75,12,19,29,260,10,0,NA,NA
2017-04-07,3,76,8,13,30,260,10,0,NA,NA
2017-04-07,4,75,8,12,23,270,10,0,NA,NA
2017-04-07,5,71,8,7,14,320,10,0,NA,NA
2017-04-07,6,73,9,12,5,90,10,0,NA,NA
2017-04-07,7,74,NA,NA,9,170,10,0,NA,M
2017-04-07,8,80,NA,NA,9,190,10,0,NA,M
2017-04-07,9,84,7,14,5,170,10,0,NA,80
2017-04-07,10,85,9,22,8,110,10,0,NA,81
2017-04-07,11,86,6,13,7,120,10,0,NA,82
2017-04-07,12,88,6,14,6,120,10,0,NA,83
2017-04-07,13,90,6,17,10,160,10,0,NA,85
2017-04-07,14,91,6,18,13,130,10,0,NA,85
2017-04-07,15,90,NA,NA,7,160,10,0,NA,M
2017-04-07,16,89,NA,NA,14,270,10,NA,NA,M
2017-04-07,17,84,10,22,20,280,10,0,NA,81
2017-04-07,18,80,10,20,16,280,10,0,NA,NA
2017-04-07,19,77,13,24,13,300,10,0,NA,NA
2017-04-07,20,76,11,19,20,290,10,0,NA,NA
2017-04-07,21,74,8,11,23,290,10,0,NA,NA
2017-04-07,22,73,6,5,23,290,10,0,NA,NA
2017-04-07,23,71,8,7,21,300,10,0,NA,NA
2017-04-08,0,72,4,-5,22,260,10,0,NA,NA
2017-04-08,1,72,3,-8,14,240,10,0,NA,NA
2017-04-08,2,73,NA,NA,28,230,10,0,NA,M
2017-04-08,3,68,7,2,5,40,10,0,NA,NA
2017-04-08,4,67,8,4,14,260,10,0,NA,NA
2017-04-08,5,66,15,18,11,250,10,0,NA,NA
2017-04-08,6,68,27,33,13,250,10,0,NA,NA
2017-04-08,7,68,40,43,14,240,10,0,NA,NA
2017-04-08,8,76,27,40,8,280,10,0,NA,NA
2017-04-08,9,78,29,44,9,260,10,0,NA,NA
2017-04-08,10,80,28,44,9,290,10,0,NA,NA
2017-04-08,11,83,25,44,16,240,10,0,NA,81
2017-04-08,12,83,22,41,22,240,10,0,NA,81
2017-04-08,13,83,17,35,23,250,10,0,NA,80
2017-04-08,14,84,15,32,10,290,10,0,NA,81
2017-04-08,15,82,17,33,24,250,10,0,NA,80
2017-04-08,16,80,16,30,18,260,10,0,NA,NA
2017-04-08,17,73,23,33,29,260,10,0,NA,NA
2017-04-08,18,69,31,38,32,240,10,0,NA,NA
2017-04-08,19,66,32,36,29,260,10,0,NA,NA
2017-04-08,20,64,32,34,23,250,10,0,NA,NA
2017-04-08,21,61,37,35,21,250,10,0,NA,NA
2017-04-08,22,61,30,30,16,260,10,0,NA,NA
2017-04-08,23,58,34,30,10,300,10,0,NA,NA
2017-04-09,0,57,28,25,5,310,10,NA,NA,NA
2017-04-09,1,57,18,14,7,280,10,NA,NA,NA
2017-04-09,2,56,25,21,10,310,10,NA,NA,NA
2017-04-09,3,54,24,18,8,250,10,NA,NA,NA
2017-04-09,4,53,24,18,9,300,10,NA,NA,NA
2017-04-09,5,52,24,17,9,270,10,NA,NA,NA
2017-04-09,6,58,24,22,8,300,10,NA,NA,NA
2017-04-09,7,68,26,32,10,320,10,NA,NA,NA
2017-04-09,8,71,17,24,11,330,10,NA,NA,NA
2017-04-09,9,72,15,22,NA,NA,10,NA,M,NA
2017-04-09,10,75,11,18,8,320,10,NA,NA,NA
2017-04-10,7,67,34,38,3,250,10,NA,NA,NA
2017-04-10,8,72,21,30,6,330,10,0,NA,NA
2017-04-10,9,76,16,27,6,330,10,0,NA,NA
2017-04-10,10,80,14,28,3,NA,10,0,NA,NA
2017-04-10,11,81,12,24,3,NA,10,0,NA,NA
2017-04-10,12,83,12,26,3,NA,10,0,NA,80
2017-04-10,13,83,11,24,5,300,10,0,NA,80
2017-04-10,14,87,10,26,7,70,10,0,NA,83
2017-04-10,15,85,9,20,5,20,10,0,NA,81
2017-04-10,16,82,9,18,5,100,10,0,NA,NA
2017-04-10,17,81,10,21,3,160,10,0,NA,NA
2017-04-10,18,80,10,20,3,NA,10,0,NA,NA
2017-04-10,19,80,10,20,3,NA,10,0,NA,NA
2017-04-10,20,71,18,26,5,NA,10,0,NA,NA
2017-04-10,21,66,28,32,5,NA,10,0,NA,NA
2017-04-10,22,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-10,23,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-11,0,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-11,1,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-11,2,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-11,3,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-11,4,58,40,34,3,250,10,0,NA,NA
2017-04-11,5,58,38,33,3,NA,10,0,NA,NA
2017-04-11,6,62,32,32,3,NA,10,0,NA,NA
2017-04-11,7,71,29,38,3,NA,10,0,NA,NA
2017-04-11,8,76,29,42,3,NA,10,0,NA,NA
2017-04-11,9,80,23,39,3,NA,10,0,NA,NA
2017-04-11,10,85,19,39,3,NA,10,0,NA,82
2017-04-11,11,86,17,37,3,NA,10,0,NA,83
2017-04-11,12,90,14,36,3,NA,10,0,NA,86
2017-04-11,13,91,18,42,3,NA,10,0,NA,87
2017-04-11,14,90,12,32,5,150,10,0,NA,86
2017-04-11,15,90,12,32,7,190,10,0,NA,86
2017-04-11,16,88,15,35,11,240,10,0,NA,84
2017-04-11,17,82,17,34,18,240,10,0,NA,80
2017-04-11,18,79,18,33,17,250,10,0,NA,NA
2017-04-11,19,77,20,33,14,250,10,0,NA,NA
2017-04-11,20,75,18,29,15,260,10,0,NA,NA
2017-04-11,21,75,16,27,16,270,10,0,NA,NA
2017-04-11,22,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-11,23,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-12,0,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-12,1,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-12,2,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-12,3,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-12,4,63,24,26,0,NA,10,0,NA,NA
2017-04-12,5,65,23,27,3,NA,10,0,NA,NA
2017-04-12,6,66,23,28,3,NA,10,0,NA,NA
2017-04-12,7,76,17,28,3,NA,10,0,NA,NA
2017-04-12,8,80,14,27,3,260,10,0,NA,NA
2017-04-12,9,84,13,29,3,NA,10,0,NA,81
2017-04-12,10,87,14,33,3,NA,10,0,NA,83
2017-04-12,11,91,15,38,5,NA,10,0,NA,87
2017-04-12,12,91,16,39,3,NA,10,0,NA,87
2017-04-12,13,91,16,40,3,NA,10,0,NA,87
2017-04-12,14,92,15,39,3,NA,10,0,NA,88
2017-04-12,15,92,15,39,6,230,10,0,NA,88
2017-04-12,16,90,16,38,6,230,10,0,NA,86
2017-04-12,17,85,22,43,17,240,10,0,NA,82
2017-04-12,18,80,23,40,21,250,10,0,NA,NA
2017-04-12,19,79,23,39,21,250,10,0,NA,NA
2017-04-12,20,76,24,37,20,250,10,0,NA,NA
2017-04-12,21,74,28,39,21,250,10,0,NA,NA
2017-04-12,22,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-12,23,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-13,0,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-13,1,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-13,2,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-13,3,NA,NA,NA,NA,NA,NA,0,M,M
2017-04-13,4,67,41,43,16,250,10,0,NA,NA
2017-04-13,5,66,44,44,11,260,10,0,NA,NA
2017-04-13,6,71,36,43,18,240,10,0,NA,NA
2017-04-13,7,75,31,43,15,240,10,0,NA,NA
2017-04-13,8,80,24,41,14,270,10,0,NA,NA
2017-04-13,9,82,23,41,16,260,10,0,NA,80
2017-04-13,10,85,16,34,18,280,10,0,NA,82
2017-04-13,11,87,14,33,28,260,10,0,NA,83
2017-04-13,12,87,17,37,30,250,10,0,NA,84
2017-04-13,13,86,18,38,32,250,10,0,NA,83
2017-04-13,14,86,18,38,25,240,10,0,NA,83
2017-04-13,15,83,22,41,22,250,10,0,NA,81
2017-04-13,16,80,23,39,23,280,10,0,NA,NA
2017-04-13,17,75,28,40,29,260,10,0,NA,NA
2017-04-13,18,71,33,41,28,260,10,0,NA,NA
2017-04-13,19,69,35,41,22,270,10,0,NA,NA
2017-04-13,20,66,39,41,16,270,10,0,NA,NA
2017-04-13,21,66,38,40,17,270,10,0,NA,NA
2017-04-13,22,64,41,40,13,280,10,0,NA,NA
2017-04-13,23,62,40,38,10,300,10,0,NA,NA
2017-04-14,0,58,47,38,11,300,10,0,NA,NA
2017-04-14,1,59,42,36,11,280,10,0,NA,NA
2017-04-14,2,56,43,34,8,280,10,0,NA,NA
2017-04-14,3,55,44,34,9,280,10,0,NA,NA
2017-04-14,4,53,44,32,9,310,10,0,NA,NA
2017-04-14,5,56,38,31,8,300,10,0,NA,NA
2017-04-14,6,62,36,35,9,280,10,0,NA,NA
2017-04-14,7,68,26,32,10,280,10,0,NA,NA
2017-04-14,8,72,23,33,9,340,10,0,NA,NA
2017-04-14,9,73,25,36,9,320,10,0,NA,NA
