Date,hour,Temp (F),RH (%),Dewpt (F),Wind Spd (mph),Wind Direction (deg),Visibility (mi),Precip (in),Wind Chill (F),Heat Index (F)
2016-09-30,0,76,44,53,8,250,10,0,NA,NA
2016-09-30,1,76,44,53,8,260,10,0,NA,NA
2016-09-30,2,75,46,53,8,240,10,0,NA,NA
2016-09-30,3,73,47,52,3,230,10,0,NA,NA
2016-09-30,4,74,48,53,5,210,10,0,NA,NA
2016-09-30,5,73,49,53,6,250,10,0,NA,NA
2016-09-30,6,78,41,53,6,270,10,0,NA,NA
2016-09-30,7,87,31,53,9,300,10,0,NA,85
2016-09-30,8,91,25,51,7,320,10,0,NA,88
2016-09-30,9,95,20,49,5,NA,10,0,NA,91
2016-09-30,10,96,19,48,0,NA,10,0,NA,92
2016-09-30,11,100,17,48,9,40,10,0,NA,96
2016-09-30,12,99,17,47,5,110,10,0,NA,95
2016-09-30,13,99,17,48,6,NA,10,0,NA,95
2016-09-30,14,98,18,48,6,240,10,0,NA,94
2016-09-30,15,98,18,48,3,230,10,0,NA,94
2016-09-30,16,98,19,49,3,100,10,0,NA,95
2016-09-30,17,94,21,49,3,140,10,0,NA,91
2016-09-30,18,91,26,52,15,240,10,0,NA,88
2016-09-30,19,89,27,51,13,230,10,0,NA,86
2016-09-30,20,86,30,51,9,250,10,0,NA,84
2016-09-30,21,86,30,51,10,260,10,0,NA,84
2016-09-30,22,84,33,52,9,240,10,0,NA,82
2016-09-30,23,82,35,52,8,310,10,0,NA,81
2016-10-01,0,79,34,49,6,290,10,0,NA,NA
2016-10-01,1,78,37,50,7,270,10,0,NA,NA
2016-10-01,2,83,34,52,11,230,10,0,NA,82
2016-10-01,3,78,49,58,13,180,10,0,NA,NA
2016-10-01,4,77,55,60,9,190,10,0,NA,NA
2016-10-01,5,76,57,60,7,180,10,0,NA,NA
2016-10-01,6,82,47,60,5,220,10,0,NA,82
2016-10-01,7,88,33,56,3,NA,10,0,NA,86
2016-10-01,8,92,24,51,5,250,10,0,NA,89
2016-10-01,9,94,20,48,0,NA,10,0,NA,90
2016-10-01,10,95,21,50,0,NA,10,0,NA,92
2016-10-01,11,96,21,50,8,110,10,0,NA,93
2016-10-01,12,97,19,49,7,NA,10,0,NA,94
2016-10-01,13,98,17,47,3,NA,10,0,NA,94
2016-10-01,14,98,17,46,6,NA,10,0,NA,94
2016-10-01,15,98,16,45,3,190,10,0,NA,94
2016-10-01,16,97,15,42,13,240,10,0,NA,93
2016-10-01,17,92,22,48,18,260,10,0,NA,89
2016-10-01,18,89,24,48,14,250,10,0,NA,86
2016-10-01,19,86,24,46,14,250,10,0,NA,83
2016-10-01,20,85,23,44,14,280,10,0,NA,82
2016-10-01,21,82,26,44,9,290,10,0,NA,80
2016-10-01,22,82,27,45,14,270,10,0,NA,80
2016-10-01,23,83,28,47,21,260,10,0,NA,81
2016-10-02,0,82,29,47,17,260,10,0,NA,80
2016-10-02,1,80,30,46,15,250,10,0,NA,NA
2016-10-02,2,79,31,46,11,260,10,0,NA,NA
2016-10-02,3,77,32,45,15,250,10,0,NA,NA
2016-10-02,4,78,30,45,14,260,10,0,NA,NA
2016-10-02,5,79,30,45,18,250,10,0,NA,NA
2016-10-02,6,82,24,42,23,250,10,0,NA,80
2016-10-02,7,86,17,37,21,250,10,0,NA,83
2016-10-02,8,90,13,33,23,260,10,0,NA,86
2016-10-02,9,93,10,30,21,250,10,0,NA,88
2016-10-02,10,95,8,26,17,230,10,0,NA,89
2016-10-02,11,97,6,22,18,230,10,0,NA,90
2016-10-02,12,96,7,23,22,230,10,0,NA,90
2016-10-02,13,97,8,26,28,250,10,0,NA,91
2016-10-02,14,95,8,27,25,250,10,0,NA,89
2016-10-02,15,92,9,26,25,260,10,0,NA,87
2016-10-02,16,87,8,19,24,260,10,0,NA,83
2016-10-02,17,81,12,25,28,260,10,0,NA,NA
2016-10-02,18,78,10,18,18,250,10,0,NA,NA
2016-10-02,19,75,16,27,22,240,7,0,NA,NA
2016-10-02,20,73,21,31,29,240,7,0,NA,NA
2016-10-02,21,73,19,29,30,260,9,0,NA,NA
2016-10-02,22,72,17,26,26,270,10,0,NA,NA
2016-10-02,23,69,20,27,14,300,10,0,NA,NA
2016-10-03,0,67,19,24,16,290,10,0,NA,NA
2016-10-03,1,66,22,27,14,300,10,0,NA,NA
2016-10-03,2,66,22,27,10,300,10,0,NA,NA
2016-10-03,3,63,25,27,14,310,10,0,NA,NA
2016-10-03,4,60,29,28,9,280,10,0,NA,NA
2016-10-03,5,57,30,26,7,300,10,0,NA,NA
2016-10-03,6,66,23,28,7,260,10,0,NA,NA
2016-10-03,7,73,31,41,13,300,8,0,NA,NA
2016-10-03,8,76,30,43,6,310,10,0,NA,NA
2016-10-03,9,80,20,36,8,360,10,0,NA,NA
2016-10-03,10,81,16,31,6,350,10,0,NA,NA
2016-10-03,11,83,11,25,8,310,10,0,NA,80
2016-10-03,12,85,14,32,10,360,10,0,NA,82
2016-10-03,13,86,13,30,14,20,10,0,NA,83
2016-10-03,14,87,10,26,5,360,10,0,NA,83
2016-10-03,15,86,11,26,6,40,10,0,NA,82
2016-10-03,16,84,13,29,6,20,10,0,NA,81
2016-10-03,17,78,18,32,5,110,10,0,NA,NA
2016-10-03,18,77,25,39,10,270,10,0,NA,NA
2016-10-03,19,75,36,47,11,240,10,0,NA,NA
2016-10-03,20,74,39,48,13,250,10,0,NA,NA
2016-10-03,21,73,39,47,14,250,10,0,NA,NA
2016-10-03,22,69,43,46,8,280,10,0,NA,NA
2016-10-03,23,68,45,46,8,270,10,0,NA,NA
2016-10-04,0,67,45,45,8,270,10,0,NA,NA
2016-10-04,1,65,46,44,8,270,10,0,NA,NA
2016-10-04,2,63,48,43,6,280,10,0,NA,NA
2016-10-04,3,64,46,43,3,280,10,0,NA,NA
2016-10-04,4,62,51,44,0,NA,10,0,NA,NA
2016-10-04,5,62,49,43,3,160,10,0,NA,NA
2016-10-04,6,66,48,46,3,220,10,0,NA,NA
2016-10-04,7,74,37,46,5,330,10,0,NA,NA
2016-10-04,8,81,24,41,8,340,10,0,NA,NA
2016-10-04,9,81,22,39,3,NA,10,0,NA,NA
2016-10-04,10,85,19,39,7,30,10,0,NA,82
2016-10-04,11,87,17,38,5,10,10,0,NA,84
2016-10-04,12,89,16,38,7,10,10,0,NA,85
2016-10-04,13,88,17,39,3,80,10,0,NA,84
2016-10-04,14,89,15,37,7,120,10,0,NA,85
2016-10-04,15,89,16,38,5,NA,10,0,NA,85
2016-10-04,16,87,19,40,5,120,10,0,NA,84
2016-10-04,17,84,23,43,16,230,10,0,NA,81
2016-10-04,18,80,29,45,16,220,10,0,NA,NA
2016-10-04,19,78,30,45,17,260,10,0,NA,NA
2016-10-04,20,76,33,45,11,260,10,0,NA,NA
2016-10-04,21,72,37,45,5,280,10,0,NA,NA
2016-10-04,22,73,31,41,13,260,10,0,NA,NA
2016-10-04,23,69,33,39,10,280,10,0,NA,NA
2016-10-05,0,67,37,40,3,350,10,0,NA,NA
2016-10-05,1,66,37,39,6,40,10,0,NA,NA
2016-10-05,2,64,38,38,5,180,10,0,NA,NA
2016-10-05,3,60,43,38,0,NA,10,0,NA,NA
2016-10-05,4,61,42,38,0,NA,10,0,NA,NA
2016-10-05,5,60,45,39,0,NA,10,0,NA,NA
2016-10-05,6,66,38,40,0,NA,10,0,NA,NA
2016-10-05,7,75,41,50,10,340,10,0,NA,NA
2016-10-05,8,79,34,49,11,360,10,0,NA,NA
2016-10-05,9,82,24,42,3,NA,10,0,NA,80
2016-10-05,10,85,22,42,10,30,10,0,NA,82
2016-10-05,11,87,15,35,3,50,10,0,NA,83
2016-10-05,12,88,12,31,5,290,10,0,NA,84
2016-10-05,13,89,12,31,3,NA,10,0,NA,85
2016-10-05,14,89,14,34,7,20,10,0,NA,85
2016-10-05,15,89,14,34,7,40,10,0,NA,85
2016-10-05,16,86,15,34,5,20,10,0,NA,83
2016-10-05,17,81,19,36,0,NA,10,0,NA,NA
2016-10-05,18,79,22,37,13,260,10,0,NA,NA
2016-10-05,19,76,30,43,10,240,10,0,NA,NA
2016-10-05,20,74,31,42,13,270,10,0,NA,NA
2016-10-05,21,73,30,40,11,260,10,0,NA,NA
2016-10-05,22,70,28,36,6,270,10,0,NA,NA
2016-10-05,23,67,30,35,8,250,10,0,NA,NA
2016-10-06,0,64,39,39,8,280,10,0,NA,NA
2016-10-06,1,64,41,40,7,350,10,0,NA,NA
2016-10-06,2,64,41,40,8,300,10,0,NA,NA
2016-10-06,3,63,44,41,7,260,10,0,NA,NA
2016-10-06,4,62,42,39,7,260,10,0,NA,NA
2016-10-06,5,61,39,36,8,270,10,0,NA,NA
2016-10-06,6,66,34,37,6,240,10,0,NA,NA
2016-10-06,7,75,28,40,5,290,10,0,NA,NA
2016-10-06,8,83,22,41,7,20,10,0,NA,81
2016-10-06,9,85,12,28,8,10,10,0,NA,82
2016-10-06,10,87,11,28,6,20,10,0,NA,83
2016-10-06,11,89,10,26,7,70,10,0,NA,84
2016-10-06,12,89,9,25,6,NA,10,0,NA,84
2016-10-06,13,90,9,25,3,NA,10,0,NA,85
2016-10-06,14,92,7,20,9,50,10,0,NA,86
2016-10-06,15,91,7,20,6,60,10,0,NA,86
2016-10-06,16,89,9,23,5,350,10,0,NA,84
2016-10-06,17,81,15,30,5,310,10,0,NA,NA
2016-10-06,18,76,17,29,6,280,10,0,NA,NA
2016-10-06,19,73,18,28,8,280,10,0,NA,NA
2016-10-06,20,68,24,30,8,260,10,0,NA,NA
2016-10-06,21,66,23,28,8,250,10,0,NA,NA
2016-10-06,22,66,22,27,7,280,10,0,NA,NA
2016-10-06,23,62,20,21,6,290,10,0,NA,NA
2016-10-07,0,63,21,23,6,300,10,0,NA,NA
2016-10-07,1,61,20,20,9,270,10,0,NA,NA
2016-10-07,2,60,27,26,8,250,10,0,NA,NA
2016-10-07,3,58,27,25,7,250,10,0,NA,NA
2016-10-07,4,59,24,23,8,230,10,0,NA,NA
2016-10-07,5,59,23,22,9,250,10,0,NA,NA
2016-10-07,6,66,21,25,7,260,10,0,NA,NA
2016-10-07,7,75,16,26,7,280,10,0,NA,NA
2016-10-07,8,83,12,27,3,310,10,0,NA,80
2016-10-07,9,88,6,16,7,360,10,0,NA,83
2016-10-07,10,90,6,16,7,NA,10,0,NA,85
2016-10-07,11,91,6,17,6,50,10,0,NA,85
2016-10-07,12,91,7,19,3,NA,10,0,NA,86
2016-10-07,13,92,6,17,0,NA,10,0,NA,86
2016-10-07,14,91,6,16,5,270,10,0,NA,85
2016-10-07,15,92,6,17,6,260,10,0,NA,86
2016-10-07,16,89,6,16,7,240,10,0,NA,84
2016-10-07,17,84,9,20,6,240,10,0,NA,81
2016-10-07,18,81,10,20,6,250,10,0,NA,NA
2016-10-07,19,75,14,24,7,280,10,0,NA,NA
2016-10-07,20,70,16,22,8,280,10,0,NA,NA
2016-10-07,21,68,18,24,8,260,10,0,NA,NA
2016-10-07,22,68,17,22,9,260,10,0,NA,NA
2016-10-07,23,66,20,24,8,260,10,0,NA,NA
2016-10-08,0,66,18,22,7,260,10,0,NA,NA
2016-10-08,1,65,20,23,9,270,10,0,NA,NA
2016-10-08,2,63,21,23,8,260,10,0,NA,NA
2016-10-08,3,63,22,24,8,250,10,0,NA,NA
2016-10-08,4,63,23,25,7,240,10,0,NA,NA
2016-10-08,5,60,23,23,7,280,10,0,NA,NA
2016-10-08,6,69,18,25,8,270,10,0,NA,NA
2016-10-08,7,79,13,25,7,250,10,0,NA,NA
2016-10-08,8,87,10,24,6,300,10,0,NA,83
2016-10-08,9,91,6,18,10,330,10,0,NA,85
2016-10-08,10,94,6,19,7,360,10,0,NA,88
2016-10-08,11,95,6,21,8,20,10,0,NA,88
2016-10-08,12,96,6,21,3,360,10,0,NA,89
2016-10-08,13,97,6,22,7,60,10,0,NA,90
2016-10-08,14,96,7,23,5,140,10,0,NA,90
2016-10-08,15,96,9,29,6,100,10,0,NA,90
2016-10-08,16,94,8,24,0,NA,10,0,NA,88
2016-10-08,17,88,10,26,6,170,10,0,NA,84
2016-10-08,18,80,16,30,6,260,10,0,NA,NA
2016-10-08,19,82,13,28,10,250,10,0,NA,80
2016-10-08,20,77,15,27,8,290,10,0,NA,NA
2016-10-08,21,75,15,25,7,280,10,0,NA,NA
2016-10-08,22,74,16,26,0,NA,10,0,NA,NA
2016-10-08,23,74,14,22,6,280,10,0,NA,NA
2016-10-09,0,69,21,28,6,260,10,0,NA,NA
2016-10-09,1,67,22,27,9,250,10,0,NA,NA
2016-10-09,2,64,25,28,8,300,10,0,NA,NA
2016-10-09,3,67,21,26,8,260,10,0,NA,NA
2016-10-09,4,65,23,27,9,270,10,0,NA,NA
2016-10-09,5,66,21,26,3,210,10,0,NA,NA
2016-10-09,6,71,22,31,0,NA,10,0,NA,NA
2016-10-09,7,78,17,31,3,160,10,0,NA,NA
2016-10-09,8,86,13,31,3,330,10,0,NA,83
2016-10-09,9,91,10,27,0,NA,10,0,NA,86
2016-10-09,10,92,14,37,3,NA,10,0,NA,88
2016-10-09,11,94,15,40,6,120,10,0,NA,90
2016-10-09,12,96,15,42,5,110,10,0,NA,92
2016-10-09,13,97,13,39,3,100,10,0,NA,92
2016-10-09,14,98,11,35,6,70,10,0,NA,93
2016-10-09,15,97,11,36,3,100,10,0,NA,92
2016-10-09,16,95,13,37,3,70,10,0,NA,90
2016-10-09,17,87,18,39,5,70,10,0,NA,84
2016-10-09,18,85,21,41,5,80,10,0,NA,82
2016-10-09,19,82,20,38,7,220,10,0,NA,80
2016-10-09,20,79,24,40,7,200,10,0,NA,NA
2016-10-09,21,77,26,40,5,240,10,0,NA,NA
2016-10-09,22,76,26,39,5,250,10,0,NA,NA
2016-10-09,23,73,27,38,6,230,10,0,NA,NA
2016-10-10,0,70,29,37,6,280,10,0,NA,NA
2016-10-10,1,68,34,39,0,NA,10,0,NA,NA
2016-10-10,2,68,34,39,6,170,10,0,NA,NA
2016-10-10,3,67,47,46,5,180,10,0,NA,NA
2016-10-10,4,66,46,45,5,170,10,0,NA,NA
2016-10-10,5,62,47,42,5,240,10,0,NA,NA
2016-10-10,6,70,42,46,0,NA,10,0,NA,NA
2016-10-10,7,75,51,56,0,NA,9,0,NA,NA
2016-10-10,8,82,32,50,3,100,10,0,NA,81
2016-10-10,9,88,24,47,0,NA,10,0,NA,85
2016-10-10,10,90,26,51,0,NA,10,0,NA,87
2016-10-10,11,93,20,46,0,NA,10,0,NA,89
2016-10-10,12,96,18,46,8,100,10,0,NA,92
2016-10-10,13,96,17,45,10,110,10,0,NA,92
2016-10-10,14,97,15,42,9,120,10,0,NA,93
2016-10-10,15,96,16,44,8,120,10,0,NA,92
2016-10-10,16,91,22,47,7,110,10,0,NA,88
2016-10-10,17,84,27,47,8,120,10,0,NA,82
2016-10-10,18,88,23,46,8,240,10,0,NA,85
2016-10-10,19,84,25,45,10,210,10,0,NA,82
2016-10-10,20,84,23,43,9,220,10,0,NA,81
2016-10-10,21,79,26,42,7,290,10,0,NA,NA
2016-10-10,22,74,31,42,0,NA,10,0,NA,NA
2016-10-10,23,71,36,43,0,NA,10,0,NA,NA
2016-10-11,0,71,36,43,3,190,10,0,NA,NA
2016-10-11,1,72,36,44,3,200,10,0,NA,NA
2016-10-11,2,69,40,44,5,210,10,0,NA,NA
2016-10-11,3,64,46,43,0,NA,10,0,NA,NA
2016-10-11,4,69,38,43,0,NA,10,0,NA,NA
2016-10-11,5,64,42,41,5,20,10,0,NA,NA
2016-10-11,6,69,43,46,0,NA,10,0,NA,NA
2016-10-11,7,82,26,44,7,20,10,0,NA,80
2016-10-11,8,88,18,40,10,290,10,0,NA,84
2016-10-11,9,90,14,36,10,300,10,0,NA,86
2016-10-11,10,93,12,33,10,310,10,0,NA,88
2016-10-11,11,95,10,30,5,NA,10,0,NA,89
2016-10-11,12,95,10,30,7,130,10,0,NA,89
2016-10-11,13,95,11,33,7,190,10,0,NA,90
2016-10-11,14,96,10,33,6,110,10,0,NA,90
2016-10-11,15,96,11,34,5,90,10,0,NA,91
2016-10-11,16,93,15,39,8,150,10,0,NA,89
2016-10-11,17,85,19,39,8,230,10,0,NA,82
2016-10-11,18,84,24,44,14,250,10,0,NA,82
2016-10-11,19,85,22,43,14,260,10,0,NA,82
2016-10-11,20,80,25,42,9,310,10,0,NA,NA
2016-10-11,21,74,28,39,5,320,10,0,NA,NA
2016-10-11,22,70,32,39,0,NA,10,0,NA,NA
2016-10-11,23,69,37,42,6,320,10,0,NA,NA
2016-10-12,0,70,29,37,5,300,10,0,NA,NA
2016-10-12,1,75,23,35,7,330,10,0,NA,NA
2016-10-12,2,69,27,34,0,NA,10,0,NA,NA
2016-10-12,3,62,42,39,3,210,10,0,NA,NA
2016-10-12,4,59,47,39,0,NA,10,0,NA,NA
2016-10-12,5,61,49,42,5,170,10,0,NA,NA
2016-10-12,6,68,42,44,8,170,10,0,NA,NA
2016-10-12,7,76,37,48,8,140,9,0,NA,NA
2016-10-12,8,81,25,42,7,120,10,0,NA,NA
2016-10-12,9,85,22,42,8,130,10,0,NA,82
2016-10-12,10,89,15,37,3,NA,10,0,NA,85
2016-10-12,11,92,14,37,8,140,10,0,NA,88
2016-10-12,12,93,13,35,6,90,10,0,NA,89
2016-10-12,13,94,11,32,8,100,10,0,NA,89
2016-10-12,14,96,10,33,11,110,10,0,NA,90
2016-10-12,15,95,11,34,8,130,10,0,NA,90
2016-10-12,16,91,15,37,13,220,10,0,NA,87
2016-10-12,17,86,23,44,16,260,10,0,NA,83
2016-10-12,18,82,25,43,21,260,10,0,NA,80
2016-10-12,19,80,31,47,18,260,10,0,NA,NA
2016-10-12,20,77,28,42,11,250,10,0,NA,NA
2016-10-12,21,72,25,35,9,270,10,0,NA,NA
2016-10-12,22,70,23,31,6,280,10,0,NA,NA
2016-10-12,23,69,25,32,5,310,10,0,NA,NA
2016-10-13,0,65,30,33,7,260,10,0,NA,NA
2016-10-13,1,64,30,32,7,260,10,0,NA,NA
2016-10-13,2,66,23,28,8,280,10,0,NA,NA
2016-10-13,3,62,27,28,8,280,10,0,NA,NA
2016-10-13,4,60,36,33,0,NA,10,0,NA,NA
2016-10-13,5,63,29,31,5,330,10,0,NA,NA
2016-10-13,6,67,25,30,5,220,10,0,NA,NA
2016-10-13,7,73,23,33,0,NA,10,0,NA,NA
2016-10-13,8,81,27,44,5,60,10,0,NA,80
2016-10-13,9,86,23,45,0,NA,10,0,NA,83
2016-10-13,10,89,17,39,0,NA,10,0,NA,85
2016-10-13,11,92,12,34,0,NA,10,0,NA,87
2016-10-13,12,93,11,32,3,NA,10,0,NA,88
2016-10-13,13,94,11,32,6,130,10,0,NA,89
2016-10-13,14,94,11,32,5,100,10,0,NA,89
2016-10-13,15,94,11,32,6,140,10,0,NA,89
2016-10-13,16,91,12,32,5,150,10,0,NA,87
2016-10-13,17,85,18,38,5,150,10,0,NA,82
2016-10-13,18,78,19,33,0,NA,10,0,NA,NA
2016-10-13,19,77,29,43,0,NA,10,0,NA,NA
2016-10-13,20,72,30,39,8,240,10,0,NA,NA
2016-10-13,21,73,27,38,7,270,10,0,NA,NA
2016-10-13,22,69,25,32,7,280,10,0,NA,NA
2016-10-13,23,68,29,35,10,270,10,0,NA,NA
2016-10-14,0,66,31,35,6,320,10,0,NA,NA
2016-10-14,1,66,29,33,5,290,10,0,NA,NA
2016-10-14,2,66,31,35,6,310,10,0,NA,NA
2016-10-14,3,64,32,34,5,260,10,0,NA,NA
2016-10-14,4,65,34,36,3,280,10,0,NA,NA
2016-10-14,5,60,39,35,6,170,10,0,NA,NA
2016-10-14,6,65,36,38,0,NA,10,0,NA,NA
2016-10-14,7,75,26,38,0,NA,10,0,NA,NA
2016-10-14,8,80,29,45,3,130,10,0,NA,NA
2016-10-14,9,85,24,45,3,NA,10,0,NA,82
2016-10-14,10,90,14,36,6,80,10,0,NA,86
2016-10-14,11,93,14,37,5,NA,10,0,NA,89
2016-10-14,12,94,13,36,0,NA,10,0,NA,89
2016-10-14,13,96,9,30,5,110,10,0,NA,90
2016-10-14,14,96,8,27,0,NA,10,0,NA,90
2016-10-14,15,97,8,28,3,110,10,0,NA,91
2016-10-14,16,94,9,29,3,100,10,0,NA,88
2016-10-14,17,87,13,32,5,120,10,0,NA,83
2016-10-14,18,83,23,42,0,NA,10,0,NA,81
2016-10-14,19,79,26,42,3,250,10,0,NA,NA
2016-10-14,20,79,23,39,9,220,10,0,NA,NA
2016-10-14,21,74,28,39,0,NA,10,0,NA,NA
2016-10-14,22,75,23,35,11,260,10,0,NA,NA
2016-10-14,23,73,23,34,6,290,10,0,NA,NA
2016-10-15,0,73,20,30,8,320,10,0,NA,NA
2016-10-15,1,70,21,29,6,320,10,0,NA,NA
2016-10-15,2,75,18,29,9,270,10,0,NA,NA
2016-10-15,3,68,24,30,8,200,10,0,NA,NA
2016-10-15,4,63,72,54,0,NA,10,0,NA,NA
2016-10-15,5,62,72,53,9,150,10,0,NA,NA
2016-10-15,6,69,67,58,8,190,10,0,NA,NA
2016-10-15,7,75,NA,NA,6,160,10,0,NA,M
2016-10-15,8,82,29,47,5,140,10,0,NA,80
2016-10-15,9,86,20,41,5,120,10,0,NA,83
2016-10-15,10,90,14,36,8,110,10,0,NA,86
2016-10-15,11,93,13,36,9,130,10,0,NA,89
2016-10-15,12,95,12,36,8,120,10,0,NA,90
2016-10-15,13,97,12,37,11,130,10,0,NA,92
2016-10-15,14,97,12,38,9,110,10,0,NA,92
2016-10-15,15,96,13,39,9,130,10,0,NA,91
2016-10-15,16,92,18,43,9,150,10,0,NA,88
2016-10-15,17,91,18,42,20,210,10,0,NA,87
2016-10-15,18,84,26,46,9,250,10,0,NA,82
2016-10-15,19,84,23,43,14,270,10,0,NA,81
2016-10-15,20,82,24,42,14,280,10,0,NA,80
2016-10-15,21,81,26,43,13,290,10,0,NA,80
2016-10-15,22,75,31,43,3,NA,10,0,NA,NA
2016-10-15,23,78,29,44,6,260,10,0,NA,NA
2016-10-16,0,75,33,44,8,270,10,0,NA,NA
2016-10-16,1,72,36,44,7,280,10,0,NA,NA
2016-10-16,2,73,36,45,7,280,10,0,NA,NA
2016-10-16,3,71,39,45,0,NA,10,0,NA,NA
2016-10-16,4,76,37,48,10,250,10,0,NA,NA
2016-10-16,5,76,40,50,13,260,10,0,NA,NA
2016-10-16,6,78,38,51,5,220,10,0,NA,NA
2016-10-16,7,80,37,52,10,220,10,0,NA,80
2016-10-16,8,83,33,51,9,190,10,0,NA,82
2016-10-16,9,85,31,51,8,170,10,0,NA,83
2016-10-16,10,88,28,51,3,NA,10,0,NA,85
2016-10-16,11,90,26,51,3,NA,10,0,NA,87
2016-10-16,12,93,24,52,7,80,10,0,NA,90
2016-10-16,13,95,20,48,NA,NA,10,0,M,91
2016-10-16,14,95,18,46,21,240,10,0,NA,91
2016-10-16,15,91,22,48,25,250,10,0,NA,88
2016-10-16,16,86,30,51,23,240,10,0,NA,84
2016-10-16,17,82,34,51,22,260,10,0,NA,81
2016-10-16,18,79,32,47,17,240,10,0,NA,NA
2016-10-16,19,78,34,48,22,250,10,0,NA,NA
2016-10-16,20,76,40,50,18,250,10,0,NA,NA
2016-10-16,21,75,39,49,20,250,10,0,NA,NA
2016-10-16,22,74,42,50,20,240,10,0,NA,NA
2016-10-16,23,73,39,47,21,250,10,0,NA,NA
2016-10-17,0,73,35,44,18,250,10,0,NA,NA
2016-10-17,1,73,33,43,18,260,10,0,NA,NA
2016-10-17,2,72,40,47,21,260,10,0,NA,NA
2016-10-17,3,71,45,49,17,260,10,0,NA,NA
2016-10-17,4,71,49,51,18,250,10,0,NA,NA
2016-10-17,5,71,50,52,21,250,10,0,NA,NA
2016-10-17,6,73,47,52,16,230,10,0,NA,NA
2016-10-17,7,77,40,51,23,250,10,0,NA,NA
2016-10-17,8,80,36,51,18,260,10,0,NA,80
2016-10-17,9,84,32,51,20,260,10,0,NA,82
2016-10-17,10,87,29,51,22,270,10,0,NA,85
2016-10-17,11,89,26,50,25,280,10,0,NA,86
2016-10-17,12,89,25,49,20,280,10,0,NA,86
2016-10-17,13,90,24,49,20,290,10,0,NA,87
2016-10-17,14,90,24,49,17,300,10,0,NA,87
2016-10-17,15,87,24,47,20,290,10,0,NA,84
2016-10-17,16,83,28,47,13,270,10,0,NA,81
2016-10-17,17,79,36,50,16,270,10,0,NA,NA
2016-10-17,18,77,37,49,10,260,10,0,NA,NA
2016-10-17,19,74,34,44,13,300,10,0,NA,NA
2016-10-17,20,73,33,43,11,290,10,0,NA,NA
2016-10-17,21,69,40,44,9,300,10,0,NA,NA
2016-10-17,22,69,40,44,10,300,10,0,NA,NA
2016-10-17,23,65,44,43,7,270,10,0,NA,NA
2016-10-18,0,63,50,44,5,340,10,0,NA,NA
2016-10-18,1,65,48,45,6,350,10,0,NA,NA
2016-10-18,2,62,47,42,0,NA,10,0,NA,NA
2016-10-18,3,60,51,42,5,220,10,0,NA,NA
2016-10-18,4,60,51,42,5,230,10,0,NA,NA
2016-10-18,5,60,47,40,5,220,10,0,NA,NA
2016-10-18,6,63,44,41,6,240,10,0,NA,NA
2016-10-18,7,71,33,41,6,290,10,0,NA,NA
2016-10-18,8,78,32,46,7,320,10,0,NA,NA
2016-10-18,9,81,34,50,7,320,10,0,NA,80
2016-10-18,10,84,29,49,9,360,10,0,NA,82
2016-10-18,11,86,28,50,8,10,10,0,NA,84
2016-10-18,12,87,24,47,5,60,10,0,NA,84
2016-10-18,13,88,23,46,7,320,10,0,NA,85
2016-10-18,14,88,19,41,0,NA,10,0,NA,84
2016-10-18,15,87,23,45,0,NA,10,0,NA,84
2016-10-18,16,85,23,44,5,240,10,0,NA,82
2016-10-18,17,82,26,44,5,240,10,0,NA,80
2016-10-18,18,79,29,44,0,NA,10,0,NA,NA
2016-10-18,19,70,42,46,8,10,10,0,NA,NA
2016-10-18,20,68,54,51,6,350,10,0,NA,NA
2016-10-18,21,68,43,45,8,270,10,0,NA,NA
2016-10-18,22,66,44,44,0,NA,10,0,NA,NA
2016-10-18,23,65,44,43,8,260,10,0,NA,NA
2016-10-19,0,64,42,41,7,270,10,0,NA,NA
2016-10-19,1,62,47,42,7,260,10,0,NA,NA
2016-10-19,2,61,47,41,8,280,10,0,NA,NA
2016-10-19,3,62,44,40,9,280,10,0,NA,NA
2016-10-19,4,63,44,41,8,290,10,0,NA,NA
2016-10-19,5,61,47,41,7,260,10,0,NA,NA
2016-10-19,6,65,43,42,7,280,10,0,NA,NA
2016-10-19,7,75,31,43,5,280,10,0,NA,NA
2016-10-19,8,85,17,36,11,340,10,0,NA,82
2016-10-19,9,88,12,31,9,360,10,0,NA,84
2016-10-19,10,90,11,30,15,10,10,0,NA,85
2016-10-19,11,90,10,27,11,10,10,0,NA,85
2016-10-19,12,91,10,27,10,30,10,0,NA,86
2016-10-19,13,92,8,25,8,360,10,0,NA,86
2016-10-19,14,93,8,24,6,330,10,0,NA,87
2016-10-19,15,92,7,20,9,340,10,0,NA,86
2016-10-19,16,86,9,22,8,330,10,0,NA,82
2016-10-19,17,79,12,23,7,320,10,0,NA,NA
2016-10-19,18,76,17,29,9,320,10,0,NA,NA
2016-10-19,19,71,25,34,7,310,10,0,NA,NA
2016-10-19,20,68,22,28,6,290,10,0,NA,NA
2016-10-19,21,71,26,35,10,330,10,0,NA,NA
2016-10-19,22,72,30,39,10,340,10,0,NA,NA
2016-10-19,23,68,33,38,0,NA,10,0,NA,NA
2016-10-20,0,66,30,34,3,330,10,0,NA,NA
2016-10-20,1,62,33,33,8,270,10,0,NA,NA
2016-10-20,2,62,27,28,9,270,10,0,NA,NA
2016-10-20,3,61,24,24,9,270,10,NA,NA,NA
2016-10-20,4,58,26,24,9,280,10,0,NA,NA
