,ba_name,freq,market,timestamp,node_id,wind_MW,solar_MW,other_MW
1,CAISO,1hr,DAHR,2016-10-01 00:00,ELCENTRO_2_N001,2568.28,2510.26,18730.14
4,CAISO,1hr,DAHR,2016-10-01 00:00,OBANION_2_N025,2568.28,2510.26,18730.14
7,CAISO,1hr,DAHR,2016-10-01 00:00,TBCPOT1_1_GN002,2568.28,2510.26,18730.14
10,CAISO,1hr,DAHR,2016-10-01 00:00,TBCPTB1_2_GN002,2568.28,2510.26,18730.14
13,CAISO,1hr,DAHR,2016-10-01 00:00,TJI-230_2_N101,2568.28,2510.26,18730.14
16,CAISO,1hr,DAHR,2016-10-01 01:00,ELCENTRO_2_N001,2616.75,220.66,20225.44
19,CAISO,1hr,DAHR,2016-10-01 01:00,OBANION_2_N025,2616.75,220.66,20225.44
22,CAISO,1hr,DAHR,2016-10-01 01:00,TBCPOT1_1_GN002,2616.75,220.66,20225.44
25,CAISO,1hr,DAHR,2016-10-01 01:00,TBCPTB1_2_GN002,2616.75,220.66,20225.44
28,CAISO,1hr,DAHR,2016-10-01 01:00,TJI-230_2_N101,2616.75,220.66,20225.44
31,CAISO,1hr,DAHR,2016-10-01 02:00,ELCENTRO_2_N001,2749.72,0,20348.4
34,CAISO,1hr,DAHR,2016-10-01 02:00,OBANION_2_N025,2749.72,0,20348.4
37,CAISO,1hr,DAHR,2016-10-01 02:00,TBCPOT1_1_GN002,2749.72,0,20348.4
40,CAISO,1hr,DAHR,2016-10-01 02:00,TBCPTB1_2_GN002,2749.72,0,20348.4
43,CAISO,1hr,DAHR,2016-10-01 02:00,TJI-230_2_N101,2749.72,0,20348.4
46,CAISO,1hr,DAHR,2016-10-01 03:00,ELCENTRO_2_N001,2835.75,0,19381.17
49,CAISO,1hr,DAHR,2016-10-01 03:00,OBANION_2_N025,2835.75,0,19381.17
52,CAISO,1hr,DAHR,2016-10-01 03:00,TBCPOT1_1_GN002,2835.75,0,19381.17
55,CAISO,1hr,DAHR,2016-10-01 03:00,TBCPTB1_2_GN002,2835.75,0,19381.17
58,CAISO,1hr,DAHR,2016-10-01 03:00,TJI-230_2_N101,2835.75,0,19381.17
61,CAISO,1hr,DAHR,2016-10-01 04:00,ELCENTRO_2_N001,2877.75,0,17234.34
64,CAISO,1hr,DAHR,2016-10-01 04:00,OBANION_2_N025,2877.75,0,17234.34
67,CAISO,1hr,DAHR,2016-10-01 04:00,TBCPOT1_1_GN002,2877.75,0,17234.34
70,CAISO,1hr,DAHR,2016-10-01 04:00,TBCPTB1_2_GN002,2877.75,0,17234.34
73,CAISO,1hr,DAHR,2016-10-01 04:00,TJI-230_2_N101,2877.75,0,17234.34
76,CAISO,1hr,DAHR,2016-10-01 05:00,ELCENTRO_2_N001,2827.3,0,15510.6
79,CAISO,1hr,DAHR,2016-10-01 05:00,OBANION_2_N025,2827.3,0,15510.6
82,CAISO,1hr,DAHR,2016-10-01 05:00,TBCPOT1_1_GN002,2827.3,0,15510.6
85,CAISO,1hr,DAHR,2016-10-01 05:00,TBCPTB1_2_GN002,2827.3,0,15510.6
88,CAISO,1hr,DAHR,2016-10-01 05:00,TJI-230_2_N101,2827.3,0,15510.6
91,CAISO,1hr,DAHR,2016-10-01 06:00,ELCENTRO_2_N001,2736.39,0,13827.42
94,CAISO,1hr,DAHR,2016-10-01 06:00,OBANION_2_N025,2736.39,0,13827.42
97,CAISO,1hr,DAHR,2016-10-01 06:00,TBCPOT1_1_GN002,2736.39,0,13827.42
100,CAISO,1hr,DAHR,2016-10-01 06:00,TBCPTB1_2_GN002,2736.39,0,13827.42
103,CAISO,1hr,DAHR,2016-10-01 06:00,TJI-230_2_N101,2736.39,0,13827.42
106,CAISO,1hr,DAHR,2016-10-01 07:00,ELCENTRO_2_N001,2592.07,0,13228.86
109,CAISO,1hr,DAHR,2016-10-01 07:00,OBANION_2_N025,2592.07,0,13228.86
112,CAISO,1hr,DAHR,2016-10-01 07:00,TBCPOT1_1_GN002,2592.07,0,13228.86
115,CAISO,1hr,DAHR,2016-10-01 07:00,TBCPTB1_2_GN002,2592.07,0,13228.86
118,CAISO,1hr,DAHR,2016-10-01 07:00,TJI-230_2_N101,2592.07,0,13228.86
121,CAISO,1hr,DAHR,2016-10-01 08:00,ELCENTRO_2_N001,2444.75,0,12534.48
124,CAISO,1hr,DAHR,2016-10-01 08:00,OBANION_2_N025,2444.75,0,12534.48
127,CAISO,1hr,DAHR,2016-10-01 08:00,TBCPOT1_1_GN002,2444.75,0,12534.48
130,CAISO,1hr,DAHR,2016-10-01 08:00,TBCPTB1_2_GN002,2444.75,0,12534.48
133,CAISO,1hr,DAHR,2016-10-01 08:00,TJI-230_2_N101,2444.75,0,12534.48
136,CAISO,1hr,DAHR,2016-10-01 09:00,ELCENTRO_2_N001,2310.17,0,11514.4
139,CAISO,1hr,DAHR,2016-10-01 09:00,OBANION_2_N025,2310.17,0,11514.4
142,CAISO,1hr,DAHR,2016-10-01 09:00,TBCPOT1_1_GN002,2310.17,0,11514.4
145,CAISO,1hr,DAHR,2016-10-01 09:00,TBCPTB1_2_GN002,2310.17,0,11514.4
148,CAISO,1hr,DAHR,2016-10-01 09:00,TJI-230_2_N101,2310.17,0,11514.4
151,CAISO,1hr,DAHR,2016-10-01 10:00,ELCENTRO_2_N001,2198.44,0,11351.92
154,CAISO,1hr,DAHR,2016-10-01 10:00,OBANION_2_N025,2198.44,0,11351.92
157,CAISO,1hr,DAHR,2016-10-01 10:00,TBCPOT1_1_GN002,2198.44,0,11351.92
160,CAISO,1hr,DAHR,2016-10-01 10:00,TBCPTB1_2_GN002,2198.44,0,11351.92
163,CAISO,1hr,DAHR,2016-10-01 10:00,TJI-230_2_N101,2198.44,0,11351.92
166,CAISO,1hr,DAHR,2016-10-01 11:00,ELCENTRO_2_N001,2096.37,0,11571.8
169,CAISO,1hr,DAHR,2016-10-01 11:00,OBANION_2_N025,2096.37,0,11571.8
172,CAISO,1hr,DAHR,2016-10-01 11:00,TBCPOT1_1_GN002,2096.37,0,11571.8
175,CAISO,1hr,DAHR,2016-10-01 11:00,TBCPTB1_2_GN002,2096.37,0,11571.8
178,CAISO,1hr,DAHR,2016-10-01 11:00,TJI-230_2_N101,2096.37,0,11571.8
181,CAISO,1hr,DAHR,2016-10-01 12:00,ELCENTRO_2_N001,1958.74,0,12097.62
184,CAISO,1hr,DAHR,2016-10-01 12:00,OBANION_2_N025,1958.74,0,12097.62
187,CAISO,1hr,DAHR,2016-10-01 12:00,TBCPOT1_1_GN002,1958.74,0,12097.62
190,CAISO,1hr,DAHR,2016-10-01 12:00,TBCPTB1_2_GN002,1958.74,0,12097.62
193,CAISO,1hr,DAHR,2016-10-01 12:00,TJI-230_2_N101,1958.74,0,12097.62
196,CAISO,1hr,DAHR,2016-10-01 13:00,ELCENTRO_2_N001,1773.99,10.01,13236.46
199,CAISO,1hr,DAHR,2016-10-01 13:00,OBANION_2_N025,1773.99,10.01,13236.46
202,CAISO,1hr,DAHR,2016-10-01 13:00,TBCPOT1_1_GN002,1773.99,10.01,13236.46
205,CAISO,1hr,DAHR,2016-10-01 13:00,TBCPTB1_2_GN002,1773.99,10.01,13236.46
208,CAISO,1hr,DAHR,2016-10-01 13:00,TJI-230_2_N101,1773.99,10.01,13236.46
211,CAISO,1hr,DAHR,2016-10-01 14:00,ELCENTRO_2_N001,1610.45,998.55,12908.35
214,CAISO,1hr,DAHR,2016-10-01 14:00,OBANION_2_N025,1610.45,998.55,12908.35
217,CAISO,1hr,DAHR,2016-10-01 14:00,TBCPOT1_1_GN002,1610.45,998.55,12908.35
220,CAISO,1hr,DAHR,2016-10-01 14:00,TBCPTB1_2_GN002,1610.45,998.55,12908.35
223,CAISO,1hr,DAHR,2016-10-01 14:00,TJI-230_2_N101,1610.45,998.55,12908.35
226,CAISO,1hr,DAHR,2016-10-01 15:00,ELCENTRO_2_N001,1350.43,4217.37,10375.19
229,CAISO,1hr,DAHR,2016-10-01 15:00,OBANION_2_N025,1350.43,4217.37,10375.19
232,CAISO,1hr,DAHR,2016-10-01 15:00,TBCPOT1_1_GN002,1350.43,4217.37,10375.19
235,CAISO,1hr,DAHR,2016-10-01 15:00,TBCPTB1_2_GN002,1350.43,4217.37,10375.19
238,CAISO,1hr,DAHR,2016-10-01 15:00,TJI-230_2_N101,1350.43,4217.37,10375.19
241,CAISO,1hr,DAHR,2016-10-01 16:00,ELCENTRO_2_N001,1139.96,6174.46,10158.06
244,CAISO,1hr,DAHR,2016-10-01 16:00,OBANION_2_N025,1139.96,6174.46,10158.06
247,CAISO,1hr,DAHR,2016-10-01 16:00,TBCPOT1_1_GN002,1139.96,6174.46,10158.06
250,CAISO,1hr,DAHR,2016-10-01 16:00,TBCPTB1_2_GN002,1139.96,6174.46,10158.06
253,CAISO,1hr,DAHR,2016-10-01 16:00,TJI-230_2_N101,1139.96,6174.46,10158.06
256,CAISO,1hr,DAHR,2016-10-01 17:00,ELCENTRO_2_N001,895.08,6952.53,10042.27
259,CAISO,1hr,DAHR,2016-10-01 17:00,OBANION_2_N025,895.08,6952.53,10042.27
262,CAISO,1hr,DAHR,2016-10-01 17:00,TBCPOT1_1_GN002,895.08,6952.53,10042.27
265,CAISO,1hr,DAHR,2016-10-01 17:00,TBCPTB1_2_GN002,895.08,6952.53,10042.27
268,CAISO,1hr,DAHR,2016-10-01 17:00,TJI-230_2_N101,895.08,6952.53,10042.27
271,CAISO,1hr,DAHR,2016-10-01 18:00,ELCENTRO_2_N001,882.15,7159.4,10066.75
274,CAISO,1hr,DAHR,2016-10-01 18:00,OBANION_2_N025,882.15,7159.4,10066.75
277,CAISO,1hr,DAHR,2016-10-01 18:00,TBCPOT1_1_GN002,882.15,7159.4,10066.75
280,CAISO,1hr,DAHR,2016-10-01 18:00,TBCPTB1_2_GN002,882.15,7159.4,10066.75
283,CAISO,1hr,DAHR,2016-10-01 18:00,TJI-230_2_N101,882.15,7159.4,10066.75
286,CAISO,1hr,DAHR,2016-10-01 19:00,ELCENTRO_2_N001,970.62,7090.92,11120.79
289,CAISO,1hr,DAHR,2016-10-01 19:00,OBANION_2_N025,970.62,7090.92,11120.79
292,CAISO,1hr,DAHR,2016-10-01 19:00,TBCPOT1_1_GN002,970.62,7090.92,11120.79
295,CAISO,1hr,DAHR,2016-10-01 19:00,TBCPTB1_2_GN002,970.62,7090.92,11120.79
298,CAISO,1hr,DAHR,2016-10-01 19:00,TJI-230_2_N101,970.62,7090.92,11120.79
301,CAISO,1hr,DAHR,2016-10-01 20:00,ELCENTRO_2_N001,1126.42,7072.85,11258.61
304,CAISO,1hr,DAHR,2016-10-01 20:00,OBANION_2_N025,1126.42,7072.85,11258.61
307,CAISO,1hr,DAHR,2016-10-01 20:00,TBCPOT1_1_GN002,1126.42,7072.85,11258.61
310,CAISO,1hr,DAHR,2016-10-01 20:00,TBCPTB1_2_GN002,1126.42,7072.85,11258.61
313,CAISO,1hr,DAHR,2016-10-01 20:00,TJI-230_2_N101,1126.42,7072.85,11258.61
316,CAISO,1hr,DAHR,2016-10-01 21:00,ELCENTRO_2_N001,1284.66,6980.96,11825.82
319,CAISO,1hr,DAHR,2016-10-01 21:00,OBANION_2_N025,1284.66,6980.96,11825.82
322,CAISO,1hr,DAHR,2016-10-01 21:00,TBCPOT1_1_GN002,1284.66,6980.96,11825.82
325,CAISO,1hr,DAHR,2016-10-01 21:00,TBCPTB1_2_GN002,1284.66,6980.96,11825.82
328,CAISO,1hr,DAHR,2016-10-01 21:00,TJI-230_2_N101,1284.66,6980.96,11825.82
331,CAISO,1hr,DAHR,2016-10-01 22:00,ELCENTRO_2_N001,1473.66,6419.58,12814.8
334,CAISO,1hr,DAHR,2016-10-01 22:00,OBANION_2_N025,1473.66,6419.58,12814.8
337,CAISO,1hr,DAHR,2016-10-01 22:00,TBCPOT1_1_GN002,1473.66,6419.58,12814.8
340,CAISO,1hr,DAHR,2016-10-01 22:00,TBCPTB1_2_GN002,1473.66,6419.58,12814.8
343,CAISO,1hr,DAHR,2016-10-01 22:00,TJI-230_2_N101,1473.66,6419.58,12814.8
346,CAISO,1hr,DAHR,2016-10-01 23:00,ELCENTRO_2_N001,1822.71,5488.91,14434
349,CAISO,1hr,DAHR,2016-10-01 23:00,OBANION_2_N025,1822.71,5488.91,14434
352,CAISO,1hr,DAHR,2016-10-01 23:00,TBCPOT1_1_GN002,1822.71,5488.91,14434
355,CAISO,1hr,DAHR,2016-10-01 23:00,TBCPTB1_2_GN002,1822.71,5488.91,14434
358,CAISO,1hr,DAHR,2016-10-01 23:00,TJI-230_2_N101,1822.71,5488.91,14434
361,CAISO,1hr,DAHR,2016-10-02 00:00,ELCENTRO_2_N001,2136.15,2634.29,17136.92
364,CAISO,1hr,DAHR,2016-10-02 00:00,OBANION_2_N025,2136.15,2634.29,17136.92
367,CAISO,1hr,DAHR,2016-10-02 00:00,TBCPOT1_1_GN002,2136.15,2634.29,17136.92
370,CAISO,1hr,DAHR,2016-10-02 00:00,TBCPTB1_2_GN002,2136.15,2634.29,17136.92
373,CAISO,1hr,DAHR,2016-10-02 00:00,TJI-230_2_N101,2136.15,2634.29,17136.92
376,CAISO,1hr,DAHR,2016-10-02 01:00,ELCENTRO_2_N001,2304.96,224.63,19218.93
379,CAISO,1hr,DAHR,2016-10-02 01:00,OBANION_2_N025,2304.96,224.63,19218.93
382,CAISO,1hr,DAHR,2016-10-02 01:00,TBCPOT1_1_GN002,2304.96,224.63,19218.93
385,CAISO,1hr,DAHR,2016-10-02 01:00,TBCPTB1_2_GN002,2304.96,224.63,19218.93
388,CAISO,1hr,DAHR,2016-10-02 01:00,TJI-230_2_N101,2304.96,224.63,19218.93
391,CAISO,1hr,DAHR,2016-10-02 02:00,ELCENTRO_2_N001,2536.8,0,19231.81
394,CAISO,1hr,DAHR,2016-10-02 02:00,OBANION_2_N025,2536.8,0,19231.81
397,CAISO,1hr,DAHR,2016-10-02 02:00,TBCPOT1_1_GN002,2536.8,0,19231.81
400,CAISO,1hr,DAHR,2016-10-02 02:00,TBCPTB1_2_GN002,2536.8,0,19231.81
403,CAISO,1hr,DAHR,2016-10-02 02:00,TJI-230_2_N101,2536.8,0,19231.81
406,CAISO,1hr,DAHR,2016-10-02 03:00,ELCENTRO_2_N001,2565.5,0,18237.22
409,CAISO,1hr,DAHR,2016-10-02 03:00,OBANION_2_N025,2565.5,0,18237.22
412,CAISO,1hr,DAHR,2016-10-02 03:00,TBCPOT1_1_GN002,2565.5,0,18237.22
415,CAISO,1hr,DAHR,2016-10-02 03:00,TBCPTB1_2_GN002,2565.5,0,18237.22
418,CAISO,1hr,DAHR,2016-10-02 03:00,TJI-230_2_N101,2565.5,0,18237.22
421,CAISO,1hr,DAHR,2016-10-02 04:00,ELCENTRO_2_N001,2560.88,0,16654.65
424,CAISO,1hr,DAHR,2016-10-02 04:00,OBANION_2_N025,2560.88,0,16654.65
427,CAISO,1hr,DAHR,2016-10-02 04:00,TBCPOT1_1_GN002,2560.88,0,16654.65
430,CAISO,1hr,DAHR,2016-10-02 04:00,TBCPTB1_2_GN002,2560.88,0,16654.65
433,CAISO,1hr,DAHR,2016-10-02 04:00,TJI-230_2_N101,2560.88,0,16654.65
436,CAISO,1hr,DAHR,2016-10-02 05:00,ELCENTRO_2_N001,2531.89,0,15775.18
439,CAISO,1hr,DAHR,2016-10-02 05:00,OBANION_2_N025,2531.89,0,15775.18
442,CAISO,1hr,DAHR,2016-10-02 05:00,TBCPOT1_1_GN002,2531.89,0,15775.18
445,CAISO,1hr,DAHR,2016-10-02 05:00,TBCPTB1_2_GN002,2531.89,0,15775.18
448,CAISO,1hr,DAHR,2016-10-02 05:00,TJI-230_2_N101,2531.89,0,15775.18
451,CAISO,1hr,DAHR,2016-10-02 06:00,ELCENTRO_2_N001,2491.61,0,14357.32
454,CAISO,1hr,DAHR,2016-10-02 06:00,OBANION_2_N025,2491.61,0,14357.32
457,CAISO,1hr,DAHR,2016-10-02 06:00,TBCPOT1_1_GN002,2491.61,0,14357.32
460,CAISO,1hr,DAHR,2016-10-02 06:00,TBCPTB1_2_GN002,2491.61,0,14357.32
463,CAISO,1hr,DAHR,2016-10-02 06:00,TJI-230_2_N101,2491.61,0,14357.32
466,CAISO,1hr,DAHR,2016-10-02 07:00,ELCENTRO_2_N001,2205.47,0,13937.27
469,CAISO,1hr,DAHR,2016-10-02 07:00,OBANION_2_N025,2205.47,0,13937.27
472,CAISO,1hr,DAHR,2016-10-02 07:00,TBCPOT1_1_GN002,2205.47,0,13937.27
475,CAISO,1hr,DAHR,2016-10-02 07:00,TBCPTB1_2_GN002,2205.47,0,13937.27
478,CAISO,1hr,DAHR,2016-10-02 07:00,TJI-230_2_N101,2205.47,0,13937.27
481,CAISO,1hr,DAHR,2016-10-02 08:00,ELCENTRO_2_N001,2200.05,0,13032.73
484,CAISO,1hr,DAHR,2016-10-02 08:00,OBANION_2_N025,2200.05,0,13032.73
487,CAISO,1hr,DAHR,2016-10-02 08:00,TBCPOT1_1_GN002,2200.05,0,13032.73
490,CAISO,1hr,DAHR,2016-10-02 08:00,TBCPTB1_2_GN002,2200.05,0,13032.73
493,CAISO,1hr,DAHR,2016-10-02 08:00,TJI-230_2_N101,2200.05,0,13032.73
496,CAISO,1hr,DAHR,2016-10-02 09:00,ELCENTRO_2_N001,2236.89,0,11930.91
499,CAISO,1hr,DAHR,2016-10-02 09:00,OBANION_2_N025,2236.89,0,11930.91
502,CAISO,1hr,DAHR,2016-10-02 09:00,TBCPOT1_1_GN002,2236.89,0,11930.91
505,CAISO,1hr,DAHR,2016-10-02 09:00,TBCPTB1_2_GN002,2236.89,0,11930.91
508,CAISO,1hr,DAHR,2016-10-02 09:00,TJI-230_2_N101,2236.89,0,11930.91
511,CAISO,1hr,DAHR,2016-10-02 10:00,ELCENTRO_2_N001,2239.79,0,11440.01
514,CAISO,1hr,DAHR,2016-10-02 10:00,OBANION_2_N025,2239.79,0,11440.01
517,CAISO,1hr,DAHR,2016-10-02 10:00,TBCPOT1_1_GN002,2239.79,0,11440.01
520,CAISO,1hr,DAHR,2016-10-02 10:00,TBCPTB1_2_GN002,2239.79,0,11440.01
523,CAISO,1hr,DAHR,2016-10-02 10:00,TJI-230_2_N101,2239.79,0,11440.01
526,CAISO,1hr,DAHR,2016-10-02 11:00,ELCENTRO_2_N001,2214.9,0,11604.3
529,CAISO,1hr,DAHR,2016-10-02 11:00,OBANION_2_N025,2214.9,0,11604.3
532,CAISO,1hr,DAHR,2016-10-02 11:00,TBCPOT1_1_GN002,2214.9,0,11604.3
535,CAISO,1hr,DAHR,2016-10-02 11:00,TBCPTB1_2_GN002,2214.9,0,11604.3
538,CAISO,1hr,DAHR,2016-10-02 11:00,TJI-230_2_N101,2214.9,0,11604.3
541,CAISO,1hr,DAHR,2016-10-02 12:00,ELCENTRO_2_N001,2123.03,0,11627.25
544,CAISO,1hr,DAHR,2016-10-02 12:00,OBANION_2_N025,2123.03,0,11627.25
547,CAISO,1hr,DAHR,2016-10-02 12:00,TBCPOT1_1_GN002,2123.03,0,11627.25
550,CAISO,1hr,DAHR,2016-10-02 12:00,TBCPTB1_2_GN002,2123.03,0,11627.25
553,CAISO,1hr,DAHR,2016-10-02 12:00,TJI-230_2_N101,2123.03,0,11627.25
556,CAISO,1hr,DAHR,2016-10-02 13:00,ELCENTRO_2_N001,2004.81,9.65,11952.46
559,CAISO,1hr,DAHR,2016-10-02 13:00,OBANION_2_N025,2004.81,9.65,11952.46
562,CAISO,1hr,DAHR,2016-10-02 13:00,TBCPOT1_1_GN002,2004.81,9.65,11952.46
565,CAISO,1hr,DAHR,2016-10-02 13:00,TBCPTB1_2_GN002,2004.81,9.65,11952.46
568,CAISO,1hr,DAHR,2016-10-02 13:00,TJI-230_2_N101,2004.81,9.65,11952.46
571,CAISO,1hr,DAHR,2016-10-02 14:00,ELCENTRO_2_N001,1907.9,999.05,11378.78
574,CAISO,1hr,DAHR,2016-10-02 14:00,OBANION_2_N025,1907.9,999.05,11378.78
577,CAISO,1hr,DAHR,2016-10-02 14:00,TBCPOT1_1_GN002,1907.9,999.05,11378.78
580,CAISO,1hr,DAHR,2016-10-02 14:00,TBCPTB1_2_GN002,1907.9,999.05,11378.78
583,CAISO,1hr,DAHR,2016-10-02 14:00,TJI-230_2_N101,1907.9,999.05,11378.78
586,CAISO,1hr,DAHR,2016-10-02 15:00,ELCENTRO_2_N001,1863.47,4234.1,8706.36
589,CAISO,1hr,DAHR,2016-10-02 15:00,OBANION_2_N025,1863.47,4234.1,8706.36
592,CAISO,1hr,DAHR,2016-10-02 15:00,TBCPOT1_1_GN002,1863.47,4234.1,8706.36
595,CAISO,1hr,DAHR,2016-10-02 15:00,TBCPTB1_2_GN002,1863.47,4234.1,8706.36
598,CAISO,1hr,DAHR,2016-10-02 15:00,TJI-230_2_N101,1863.47,4234.1,8706.36
601,CAISO,1hr,DAHR,2016-10-02 16:00,ELCENTRO_2_N001,1916.22,6211.12,8460.32
604,CAISO,1hr,DAHR,2016-10-02 16:00,OBANION_2_N025,1916.22,6211.12,8460.32
607,CAISO,1hr,DAHR,2016-10-02 16:00,TBCPOT1_1_GN002,1916.22,6211.12,8460.32
610,CAISO,1hr,DAHR,2016-10-02 16:00,TBCPTB1_2_GN002,1916.22,6211.12,8460.32
613,CAISO,1hr,DAHR,2016-10-02 16:00,TJI-230_2_N101,1916.22,6211.12,8460.32
616,CAISO,1hr,DAHR,2016-10-02 17:00,ELCENTRO_2_N001,2019.38,6963.17,8403.17
619,CAISO,1hr,DAHR,2016-10-02 17:00,OBANION_2_N025,2019.38,6963.17,8403.17
622,CAISO,1hr,DAHR,2016-10-02 17:00,TBCPOT1_1_GN002,2019.38,6963.17,8403.17
625,CAISO,1hr,DAHR,2016-10-02 17:00,TBCPTB1_2_GN002,2019.38,6963.17,8403.17
628,CAISO,1hr,DAHR,2016-10-02 17:00,TJI-230_2_N101,2019.38,6963.17,8403.17
631,CAISO,1hr,DAHR,2016-10-02 18:00,ELCENTRO_2_N001,2287.09,7154.63,8185.99
634,CAISO,1hr,DAHR,2016-10-02 18:00,OBANION_2_N025,2287.09,7154.63,8185.99
637,CAISO,1hr,DAHR,2016-10-02 18:00,TBCPOT1_1_GN002,2287.09,7154.63,8185.99
640,CAISO,1hr,DAHR,2016-10-02 18:00,TBCPTB1_2_GN002,2287.09,7154.63,8185.99
643,CAISO,1hr,DAHR,2016-10-02 18:00,TJI-230_2_N101,2287.09,7154.63,8185.99
646,CAISO,1hr,DAHR,2016-10-02 19:00,ELCENTRO_2_N001,2620.83,7101.32,8047.13
649,CAISO,1hr,DAHR,2016-10-02 19:00,OBANION_2_N025,2620.83,7101.32,8047.13
652,CAISO,1hr,DAHR,2016-10-02 19:00,TBCPOT1_1_GN002,2620.83,7101.32,8047.13
655,CAISO,1hr,DAHR,2016-10-02 19:00,TBCPTB1_2_GN002,2620.83,7101.32,8047.13
658,CAISO,1hr,DAHR,2016-10-02 19:00,TJI-230_2_N101,2620.83,7101.32,8047.13
661,CAISO,1hr,DAHR,2016-10-02 20:00,ELCENTRO_2_N001,2915.92,7112.05,8232.43
664,CAISO,1hr,DAHR,2016-10-02 20:00,OBANION_2_N025,2915.92,7112.05,8232.43
667,CAISO,1hr,DAHR,2016-10-02 20:00,TBCPOT1_1_GN002,2915.92,7112.05,8232.43
670,CAISO,1hr,DAHR,2016-10-02 20:00,TBCPTB1_2_GN002,2915.92,7112.05,8232.43
673,CAISO,1hr,DAHR,2016-10-02 20:00,TJI-230_2_N101,2915.92,7112.05,8232.43
676,CAISO,1hr,DAHR,2016-10-02 21:00,ELCENTRO_2_N001,3188.63,6956.7,8592.36
679,CAISO,1hr,DAHR,2016-10-02 21:00,OBANION_2_N025,3188.63,6956.7,8592.36
682,CAISO,1hr,DAHR,2016-10-02 21:00,TBCPOT1_1_GN002,3188.63,6956.7,8592.36
685,CAISO,1hr,DAHR,2016-10-02 21:00,TBCPTB1_2_GN002,3188.63,6956.7,8592.36
688,CAISO,1hr,DAHR,2016-10-02 21:00,TJI-230_2_N101,3188.63,6956.7,8592.36
691,CAISO,1hr,DAHR,2016-10-02 22:00,ELCENTRO_2_N001,3451.75,6359.77,9531.85
694,CAISO,1hr,DAHR,2016-10-02 22:00,OBANION_2_N025,3451.75,6359.77,9531.85
697,CAISO,1hr,DAHR,2016-10-02 22:00,TBCPOT1_1_GN002,3451.75,6359.77,9531.85
700,CAISO,1hr,DAHR,2016-10-02 22:00,TBCPTB1_2_GN002,3451.75,6359.77,9531.85
703,CAISO,1hr,DAHR,2016-10-02 22:00,TJI-230_2_N101,3451.75,6359.77,9531.85
706,CAISO,1hr,DAHR,2016-10-02 23:00,ELCENTRO_2_N001,3653.33,5329.08,10761.68
709,CAISO,1hr,DAHR,2016-10-02 23:00,OBANION_2_N025,3653.33,5329.08,10761.68
712,CAISO,1hr,DAHR,2016-10-02 23:00,TBCPOT1_1_GN002,3653.33,5329.08,10761.68
715,CAISO,1hr,DAHR,2016-10-02 23:00,TBCPTB1_2_GN002,3653.33,5329.08,10761.68
718,CAISO,1hr,DAHR,2016-10-02 23:00,TJI-230_2_N101,3653.33,5329.08,10761.68
721,CAISO,1hr,DAHR,2016-10-03 00:00,ELCENTRO_2_N001,3754.29,2337.26,13905.87
724,CAISO,1hr,DAHR,2016-10-03 00:00,OBANION_2_N025,3754.29,2337.26,13905.87
727,CAISO,1hr,DAHR,2016-10-03 00:00,TBCPOT1_1_GN002,3754.29,2337.26,13905.87
730,CAISO,1hr,DAHR,2016-10-03 00:00,TBCPTB1_2_GN002,3754.29,2337.26,13905.87
733,CAISO,1hr,DAHR,2016-10-03 00:00,TJI-230_2_N101,3754.29,2337.26,13905.87
736,CAISO,1hr,DAHR,2016-10-03 01:00,ELCENTRO_2_N001,3667.99,197.26,16783.7
739,CAISO,1hr,DAHR,2016-10-03 01:00,OBANION_2_N025,3667.99,197.26,16783.7
742,CAISO,1hr,DAHR,2016-10-03 01:00,TBCPOT1_1_GN002,3667.99,197.26,16783.7
745,CAISO,1hr,DAHR,2016-10-03 01:00,TBCPTB1_2_GN002,3667.99,197.26,16783.7
748,CAISO,1hr,DAHR,2016-10-03 01:00,TJI-230_2_N101,3667.99,197.26,16783.7
751,CAISO,1hr,DAHR,2016-10-03 02:00,ELCENTRO_2_N001,3624.89,0,17110.13
754,CAISO,1hr,DAHR,2016-10-03 02:00,OBANION_2_N025,3624.89,0,17110.13
757,CAISO,1hr,DAHR,2016-10-03 02:00,TBCPOT1_1_GN002,3624.89,0,17110.13
760,CAISO,1hr,DAHR,2016-10-03 02:00,TBCPTB1_2_GN002,3624.89,0,17110.13
763,CAISO,1hr,DAHR,2016-10-03 02:00,TJI-230_2_N101,3624.89,0,17110.13
766,CAISO,1hr,DAHR,2016-10-03 03:00,ELCENTRO_2_N001,3554.25,0,17015.15
769,CAISO,1hr,DAHR,2016-10-03 03:00,OBANION_2_N025,3554.25,0,17015.15
772,CAISO,1hr,DAHR,2016-10-03 03:00,TBCPOT1_1_GN002,3554.25,0,17015.15
775,CAISO,1hr,DAHR,2016-10-03 03:00,TBCPTB1_2_GN002,3554.25,0,17015.15
778,CAISO,1hr,DAHR,2016-10-03 03:00,TJI-230_2_N101,3554.25,0,17015.15
781,CAISO,1hr,DAHR,2016-10-03 04:00,ELCENTRO_2_N001,3488.08,0,15597.48
784,CAISO,1hr,DAHR,2016-10-03 04:00,OBANION_2_N025,3488.08,0,15597.48
787,CAISO,1hr,DAHR,2016-10-03 04:00,TBCPOT1_1_GN002,3488.08,0,15597.48
790,CAISO,1hr,DAHR,2016-10-03 04:00,TBCPTB1_2_GN002,3488.08,0,15597.48
